cip,major,category,family,source,path_label,traditional_entry,job_1,why_1,soc_1,job_2,why_2,soc_2,job_3,why_3,soc_3
11.0803,Computer Graphics,Computer Science,computing,cip2,Computer and Information Sciences,computer programmers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0804,"Modeling, Virtual Environments and Simulation",Computer Science,computing,cip2,Computer and Information Sciences,software developers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0901,Computer Systems Networking and Telecommunications,Computer Science,computing,cip2,Computer and Information Sciences,computer and information systems managers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.0902,Cloud Computing,Computer Science,computing,cip2,Computer and Information Sciences,software developers,Sales engineer,"Technical brain on the sales call: demos, POCs, architecture.",41-9031,Information security analyst,"Identity, logging, and controls — investigations without a ticket queue.",15-1212,Systems analyst (implementation),"You stand up the software other people bought — project work, not a rotation.",15-1211
11.1001,Network and System Administration/Administrator,Computer Science,computing,cip4,IT Administration,help desk / junior sysadmin,Information security analyst,The natural step off the ticket queue that still uses the same stack knowledge.,15-1212,Sales engineer (cloud / infra),You already speak environments; vendors will pay you to explain them to buyers.,41-9031,Systems analyst (implementation),"Stand up identity, backup, or ITSM for a customer — project work, not break/fix.",15-1211
11.1002,"System, Networking, and LAN/WAN Management/Manager",Computer Science,computing,cip4,IT Administration,help desk / junior sysadmin,Information security analyst,The natural step off the ticket queue that still uses the same stack knowledge.,15-1212,Sales engineer (cloud / infra),You already speak environments; vendors will pay you to explain them to buyers.,41-9031,Systems analyst (implementation),"Stand up identity, backup, or ITSM for a customer — project work, not break/fix.",15-1211
11.1003,Computer and Information Systems Security/Auditing/Information Assurance,Computer Science,computing,cip4,IT Administration,help desk / junior sysadmin,Information security analyst,The natural step off the ticket queue that still uses the same stack knowledge.,15-1212,Sales engineer (cloud / infra),You already speak environments; vendors will pay you to explain them to buyers.,41-9031,Systems analyst (implementation),"Stand up identity, backup, or ITSM for a customer — project work, not break/fix.",15-1211
11.1004,Web/Multimedia Management and Webmaster,Computer Science,computing,cip4,IT Administration,help desk / junior sysadmin,Information security analyst,The natural step off the ticket queue that still uses the same stack knowledge.,15-1212,Sales engineer (cloud / infra),You already speak environments; vendors will pay you to explain them to buyers.,41-9031,Systems analyst (implementation),"Stand up identity, backup, or ITSM for a customer — project work, not break/fix.",15-1211
11.1005,Information Technology Project Management,Computer Science,computing,cip4,IT Administration,help desk / junior sysadmin,Information security analyst,The natural step off the ticket queue that still uses the same stack knowledge.,15-1212,Sales engineer (cloud / infra),You already speak environments; vendors will pay you to explain them to buyers.,41-9031,Systems analyst (implementation),"Stand up identity, backup, or ITSM for a customer — project work, not break/fix.",15-1211
11.1006,Computer Support Specialist,Computer Science,computing,cip4,IT Administration,help desk / junior sysadmin,Information security analyst,The natural step off the ticket queue that still uses the same stack knowledge.,15-1212,Sales engineer (cloud / infra),You already speak environments; vendors will pay you to explain them to buyers.,41-9031,Systems analyst (implementation),"Stand up identity, backup, or ITSM for a customer — project work, not break/fix.",15-1211
12.0301,"Funeral Service and Mortuary Science, General",Personal Services,other,cip2,Culinary and Personal Services,morticians,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Buyer / purchasing agent,"Supplier negotiation and cost — commerce, not a namesake shop.",13-1020,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
12.0302,Funeral Direction/Service,Personal Services,other,cip2,Culinary and Personal Services,morticians,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Buyer / purchasing agent,"Supplier negotiation and cost — commerce, not a namesake shop.",13-1020,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
12.0303,Mortuary Science and Embalming/Embalmer,Personal Services,other,cip2,Culinary and Personal Services,embalmers,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Buyer / purchasing agent,"Supplier negotiation and cost — commerce, not a namesake shop.",13-1020,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
12.0399,"Funeral Service and Mortuary Science, Other",Personal Services,other,cip2,Culinary and Personal Services,morticians,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Buyer / purchasing agent,"Supplier negotiation and cost — commerce, not a namesake shop.",13-1020,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
12.0401,"Cosmetology/Cosmetologist, General",Personal Services,other,cip4,Cosmetology / Barbering,stylist or barber,Training specialist,"Facilitation and curriculum, delivered to employees instead of a classroom.",13-1151,Buyer / purchasing agent,"Supplier negotiation and cost — commerce, not a namesake shop.",13-1020,Occupational health specialist,"Workplace injury, exposure, and return-to-work at employers and insurers.",19-5011
